Node_type,ID,Description,Label,Reference_Count,First_Apperance,Last_Apperance,Confidence,_context
EVENT,EVT_QUEST_OF_MOUNT_DOOM,[N/A],Quest Of Mount Doom,79,"Book 1, Chapter 2","Book 6, Chapter 4",0.71,"it:"" Well, I'll want it. I can't get it now.' At that moment Elrond came out with Gandalf, and he called the Company to him. 'This is my last word,' he said in a low voice. 'The Ring-bearer is setting out on the Quest of Mount Doom. On him alone"
LOCATION,LOC_BRUINEN_OF_RIVENDELL,[N/A],Bruinen Of Rivendell,1115,"Book 1, Chapter 12","Book 6, Chapter 9",0.91,"Bridge on which the Road crosses.' 'What is that other river we can see far away there?' asked Merry. 'That is Loudwater, the Bruinen of Rivendell,' answered Strider. 'The Road runs along the edge of the hills for many miles from the Bridge to the Ford of Bruinen. But I"
PERSON,PER_MISTRESS_LOBELIA,[N/A],Mistress Lobelia,10,"Book 1, Chapter 3","Book 1, Chapter 3",0.74,"on the borders of the Shire were forgotten for more important matters: Mr. Frodo was selling Bag End, indeed he had already sold it – to the Sackville-Bagginses! 'For a nice bit, loo,' said some. 'At a bargain price,' said others, 'and that's more likely when Mistress Lobelia's the buyer.'"
ORGANIZATION,ORG_BRANDYBUCK_RELATIONS,[N/A],Brandybuck Relations,5,"Book 1, Chapter 3","Book 1, Chapter 3",0.85,A few held the theory – supported by the nods and hints of Mr. Baggins himself – that Frodo's money was running out: he was going to leave Hobbiton and live in a quiet way on the proceeds of the sale down in Buckland among his Brandybuck relations. 'As far
LOCATION,LOC_CRICKHOLLOW,[N/A],Crickhollow,147,"Book 1, Chapter 3","Book 6, Chapter 9",0.73,"was going back to Buckland. 'Yes, I shall be moving this autumn,' he said. 'Merry Brandybuck is looking out for a nice little hole for me, or perhaps a small house.' As a matter of fact with Merry's help he had already chosen and bought a little house at Crickhollow"
LOCATION,LOC_FERRY_OVER_COUNTRY,[N/A],Ferry Over Country,211,"Book 1, Chapter 3","Book 1, Chapter 6",0.9,"the thick trees below. Their course had been chosen to leave Woodhall to their left, and to cut slanting through the woods that clustered along the eastern side of the hills, until they reached the flats beyond. Then they could make straight for the Ferry over country that was open,"
ORGANIZATION,ORG_THE_GAMGEES,[N/A],The Gamgees,18,"Book 1, Chapter 3","Book 1, Chapter 3",0.69,"the Gamgees' in Bagshot Row. She snorted, and showed plainly that she thought the Gamgees capable of plundering the hole during the night. Frodo did not offer her any tea. He took his own tea with Pippin and Sam Gamgee in the kitchen. It had been officially announced that Sam"
LOCATION,LOC_TOOKLAND,[N/A],Tookland,17,"Book 1, Chapter 3","Book 6, Chapter 8",0.7,"they crossed the Water, west of Hobbiton, by a narrow plank-bridge. The stream was there no more than a winding black ribbon, bordered with leaning alder-trees. A mile or two further south they hastily crossed the great road from the Brandywine Bridge; they were now in the Tookland and bending"
LOCATION,LOC_WOODHALL,[N/A],Woodhall,64,"Book 1, Chapter 3","Book 1, Chapter 4",0.78,"wind above their heads, made a black net against the pale sky. They ate a very frugal supper (for hobbits), and then went on again. Soon they struck a narrow road, that went rolling up and down, fading grey into the darkness ahead: the road to Woodhall, and Stock, and"
ORGANIZATION,ORG_BIG_PEOPLE,[N/A],Big People,46,"Book 1, Chapter 3","Book 2, Chapter 1",0.54,"anything like it in the Shire before.' 'But what has one of the Big People got to do with us?' said Pippin. 'And what is he doing in this part of the world?' 'There are some Men about,' said Frodo. 'Down in the Southfarthing they have had trouble with Big"
LOCATION,LOC_YALE,[N/A],Yale,4,"Book 1, Chapter 3","Book 1, Chapter 3",0.55,"hills at their backs, and evening was coming on before they came back to the road at the end of the long level over which it had run straight for some miles. At that point it bent left and went down into the lowlands of the Yale making for Stock;"
LOCATION,LOC_HEARTH_AND_HIGH-SEAT,[N/A],Hearth And High-Seat,272,"Book 1, Chapter 11","Book 6, Chapter 6",0.8,"of the Mark-wardens mist-enshrouded; golden timbers were in gloom mantled. Farewell he bade to his free people, hearth and high-seat, and the hallowed places, where long he had feasted ere the light faded. Forth rode the king, fear behind him, fate before him. Fealty kept he; oaths he had taken,"
PERSON,PER_GILDOR_INGLORION,[N/A],Gildor Inglorion,282,"Book 1, Chapter 3","Book 6, Chapter 9",0.9,"many things,' they said. 'We have seen you often before with Bilbo, though you may not have seen us.' 'Who are you, and who is your lord?' asked Frodo. 'I am Gildor,' answered their leader, the Elf who had first hailed him. 'Gildor Inglorion of the House of Finrod. We"
LOCATION,LOC_REMMIRATH,[N/A],Remmirath,10,"Book 1, Chapter 3","Book 1, Chapter 3",0.59,"no further notice of the hobbits. Frodo and his companions wrapped themselves in cloaks and blankets, and drowsiness stole over them. The night grew on, and the lights in the valley went out. Pippin fell asleep, pillowed on a green hillock. Away high in the East swung Remmirath, the Netted"
LOCATION,LOC_NETTED_STARS,[N/A],Netted Stars,2,"Book 1, Chapter 3","Book 1, Chapter 3",0.63,"hobbits. Frodo and his companions wrapped themselves in cloaks and blankets, and drowsiness stole over them. The night grew on, and the lights in the valley went out. Pippin fell asleep, pillowed on a green hillock. Away high in the East swung Remmirath, the Netted Stars, and slowly above the"
LOCATION,LOC_BORGIL,[N/A],Borgil,6,"Book 1, Chapter 3","Book 1, Chapter 3",0.68,"wrapped themselves in cloaks and blankets, and drowsiness stole over them. The night grew on, and the lights in the valley went out. Pippin fell asleep, pillowed on a green hillock. Away high in the East swung Remmirath, the Netted Stars, and slowly above the mists red Borgil rose, glowing"
PERSON,PER_MENELVAGOR,[N/A],Menelvagor,10,"Book 1, Chapter 3","Book 1, Chapter 3",0.91,"Stars, and slowly above the mists red Borgil rose, glowing like a jewel of fire. Then by some shift of airs all the mist was drawn away like a veil, and there leaned up, as he climbed over the rim of the world, the Swordsman of the Sky, Menelvagor with"
ORGANIZATION,ORG_OTHERS,[N/A],Others,17,"Book 1, Chapter 3","Book 4, Chapter 5",0.5,"'I knew that danger lay ahead, of course; but I did not expect to meet it in our own Shire. Can't a hobbit walk from the Water to the River in peace?' 'But it is not your own Shire,' said Gildor. 'Others dwelt here before hobbits were; and others will"
ORGANIZATION,ORG_CHIEF_OF_WIZARDS,[N/A],Chief Of Wizards,48,"Book 1, Chapter 3","Book 3, Chapter 8",0.53,"while Saruman was at his height, accounted by many the chief of Wizards. A great ring-wall of stone, like towering cliffs, stood out from the shelter of the mountain-side, from which it ran and then returned again. One entrance only was there made in it, a great arch delved in"
ORGANIZATION,ORG_CLOSE-SERRIED_COMPANIES,[N/A],Close-Serried Companies,24,"Book 1, Chapter 3","Book 6, Chapter 4",0.71,"enemies they saw a deadly light and were afraid. Then all the Captains of the West cried aloud, for their hearts were filled with a new hope in the midst of darkness. Out from the beleaguered hills knights of Gondor, Riders of Rohan, DÃºnedain of the North, close-serried companies, drove"
PERSON,PER_MARISH,[N/A],Marish,27,"Book 1, Chapter 4","Book 1, Chapter 5",0.8,"Marish and the River. 'Why, this is the Stock-brook!' said Pippin. 'If we are going to try and get back on to our course, we must cross at once and bear right.' They waded the stream, and hurried over a wide open space, rush-grown and treeless, on the further side."
LOCATION,LOC_ELM_TREE,[N/A],Elm Tree,8,"Book 1, Chapter 4","Book 1, Chapter 4",0.55,"the open yet.' They went on for perhaps another couple of miles. Then the sun gleamed out of ragged clouds again and the rain lessened. It was now past mid-day, and they felt it was high time for lunch. They halted under an elm tree: its leaves though fast turning"
LOCATION,LOC_HIGH_PLACE,[N/A],High Place,6,"Book 1, Chapter 4","Book 1, Chapter 4",0.56,"was now to their left. Creeping cautiously out from the edge of the trees, they set off across the open as quickly as they could. At first they felt afraid, away from the shelter of the wood. Far back behind them stood the high place where they had breakfasted. Frodo"
PERSON,PER_BAMFURLONG,[N/A],Bamfurlong,7,"Book 1, Chapter 4","Book 1, Chapter 4",0.86,"far behind. They passed along the edge of a huge turnip-field, and came to a stout gate. Beyond it a rutted lane ran between low well-laid hedges towards a distant clump of trees. Pippin stopped. 'I know these fields and this gate!' he said. 'This is Bamfurlong, old Farmer Maggot's"
ORGANIZATION,ORG_THE_MAGGOTS,[N/A],The Maggots,11,"Book 1, Chapter 4","Book 3, Chapter 3",0.68,"do the talking. He is a friend of Merry's, and I used to come here with him a good deal at one time.' They went along the lane, until they saw the thatched roofs of a large house and farm-buildings peeping out among the trees ahead. The Maggots, and the"
ORGANIZATION,ORG_PUDDIFOOTS_OF_STOCK,[N/A],Puddifoots Of Stock,10,"Book 1, Chapter 4","Book 1, Chapter 4",0.68,"a friend of Merry's, and I used to come here with him a good deal at one time.' They went along the lane, until they saw the thatched roofs of a large house and farm-buildings peeping out among the trees ahead. The Maggots, and the Puddifoots of Stock, and most"
LOCATION,LOC_FOREIGN_PARTS,[N/A],Foreign Parts,2,"Book 1, Chapter 4","Book 1, Chapter 4",0.51,"you were going to find trouble. Mark my words, this all comes of those strange doings of Mr. Bilbo's. His money was got in some strange fashion in foreign parts, they say. Maybe there is some that want to know what has become of the gold and jewels that he"
PERSON,PER_HIS_WIFE,[N/A],His Wife,7,"Book 1, Chapter 4","Book 1, Chapter 4",0.6,"out with a lantern and got the waggon ready. It was dark in the yard, when the guests came out. They threw their packs on board and climbed in. The farmer sat in the driving-seat, and whipped up his two stout ponies. His wife stood in the light of the"
PERSON,PER_GORHENDAD_OLDBUCK,[N/A],Gorhendad Oldbuck,10,"Book 1, Chapter 5","Book 1, Chapter 5",0.85,"from the further landing. Lamps were twinkling there. Behind loomed up the Buck Hill; and out of it, through stray shrouds of mist, shone many round windows, yellow and red. They were the windows of Brandy Hall, the ancient home of the Brandybucks. Long ago Gorhendad Oldbuck, head of the"
ORGANIZATION,ORG_OLDBUCK_FAMILY,[N/A],Oldbuck Family,3,"Book 1, Chapter 5","Book 1, Chapter 5",0.55,"of the Brandybucks. Long ago Gorhendad Oldbuck, head of the Oldbuck family, one of the oldest in the Marish or indeed in the Shire, had crossed the river, which was the original boundary of the land eastwards. He built (and excavated) Brandy Hall, changed his name to Brandybuck, and settled"
PERSON,PER_MASTER_OF_THE_HALL,[N/A],Master Of The Hall,4,"Book 1, Chapter 5","Book 1, Chapter 5",0.53,"river and the Old Forest, a sort of colony from the Shire. Its chief village was Bucklebury, clustering in the banks and slopes behind Brandy Hall. The people in the Marish were friendly with the Bucklanders, and the authority of the Master of the Hall (as the head of the"
LOCATION,LOC_RUSHEY,[N/A],Rushey,7,"Book 1, Chapter 5","Book 1, Chapter 5",0.52,"was Bucklebury, clustering in the banks and slopes behind Brandy Hall. The people in the Marish were friendly with the Bucklanders, and the authority of the Master of the Hall (as the head of the Brandybuck family was called) was still acknowledged by the farmers between Stock and Rushey. But"
LOCATION,LOC_FOUR_FARTHINGS,[N/A],Four Farthings,2,"Book 1, Chapter 5","Book 1, Chapter 5",0.53,"most of the folk of the old Shire regarded the Bucklanders as peculiar, half foreigners as it were. Though, as a matter of fact, they were not very different from the other hobbits of the Four Farthings. Except in one point: they were fond of boats, and some of them"
LOCATION,LOC_HIGH_HAY,[N/A],High Hay,5,"Book 1, Chapter 5","Book 1, Chapter 5",0.72,"were not very different from the other hobbits of the Four Farthings. Except in one point: they were fond of boats, and some of them could swim. Their land was originally unprotected from the East; but on that side they had built a hedge: the High Hay. It had been"
LOCATION,LOC_HAYSEND,[N/A],Haysend,15,"Book 1, Chapter 5","Book 1, Chapter 6",0.79,"but on that side they had built a hedge: the High Hay. It had been planted many generations ago, and was now thick and tail, for it was constantly tended. It ran all the way from Brandywine Bridge, in a big loop curving away from the river, to Haysend (where"
ORGANIZATION,ORG_THE_BUCKLANDERS,[N/A],The Bucklanders,8,"Book 1, Chapter 5","Book 1, Chapter 5",0.65,"the Withywindle flowed out of the Forest into the Brandywine): well over twenty miles from end to end. But, of course, it was not a complete protection. The Forest drew close to the hedge in many places. The Bucklanders kept their doors locked after dark, and that also was not"
ORGANIZATION,ORG_THE_SOUTHERN_TRAVELLERS,[N/A],The Southern Travellers,146,"Book 1, Chapter 11","Book 6, Chapter 9",0.67,"was gone for good, or for bad. And he had other troubles. For there was a great commotion as soon as the remaining guests were astir and heard news of the raid on the inn. The southern travellers had lost several horses and blamed the innkeeper loudly, until it became"
PERSON,PER_YOUNG_FRODO,[N/A],Young Frodo,8,"Book 1, Chapter 5","Book 1, Chapter 5",0.78,"'Given to _me_ by Mrs. Maggot, a queen among farmers' wives. Take your greedy hands away, and I'll serve them.' Hobbits have a passion for mushrooms, surpassing even the greediest likings of Big People. A fact which partly explains young Frodo's long expeditions to the renowned fields of the Marish,"
LOCATION,LOC_BUDGEFORD,[N/A],Budgeford,10,"Book 1, Chapter 5","Book 1, Chapter 5",0.84,"tell Gandalf what you have done, when he turns up, as I am sure he will before long.' Fond as he was of Frodo, Fatty Bolger had no desire to leave the Shire, nor to see what lay outside it. His family came from the Eastfarthing, from Budgeford in Bridgefields"
LOCATION,LOC_BRIDGEFIELDS,[N/A],Bridgefields,10,"Book 1, Chapter 5","Book 1, Chapter 5",0.69,"tell Gandalf what you have done, when he turns up, as I am sure he will before long.' Fond as he was of Frodo, Fatty Bolger had no desire to leave the Shire, nor to see what lay outside it. His family came from the Eastfarthing, from Budgeford in Bridgefields"
